Year,Adult_Mortality,infant_deaths,Alcohol,percentage_expenditure,Hepatitis_B,Measles,BMI,under_five_deaths,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,thinness_1_19_years,thinness_5_9_years,Income_composition_of_resources,Schooling,Life_expectancy,
2002,47,60,4.58,53.71,null,1448.00,21.80,97.00,66.00,4.86,66.00,7.80,676.40,1684886.00,7.40,7.50,0.45,8.40,51.60,
2001,41,61,4.43,41.74,null,23934.00,21.30,99.00,61.00,4.70,63.00,7.90,614.67,15671927.00,7.50,7.70,0.44,7.10,51.50,
2000,394,62,3.91,4.72,null,14629.00,2.90,100.00,57.00,4.48,62.00,7.70,68.41,15274234.00,7.70,7.80,0.43,6.90,51.40,
2015,64,2,null,0.00,55.00,195.00,67.00,2.00,91.00,null,91.00,0.10,43315.74,3584861.00,0.60,0.50,0.92,16.30,82.20,
2014,65,2,8.1,102.19,55.00,418.00,66.40,2.00,91.00,1.45,91.00,0.10,544.43,35544564.00,0.50,0.50,0.91,15.90,82.00,
2013,67,2,8.2,9733.23,55.00,83.00,65.80,2.00,91.00,1.67,91.00,0.10,52413.72,35155451.00,0.50,0.50,0.91,15.90,81.80,
2012,68,2,8.3,9748.64,7.00,10.00,65.30,2.00,99.00,1.78,95.00,0.10,52496.69,3475545.00,0.50,0.50,0.91,15.90,81.60,
2011,68,2,8.2,971.93,7.00,803.00,64.70,2.00,87.00,1.82,87.00,0.10,5282.22,3434278.00,0.50,0.50,0.90,15.90,81.50,
2010,7,2,8.4,8649.67,56.00,99.00,64.10,2.00,88.00,11.20,89.00,0.10,47447.48,345274.00,0.50,0.40,0.90,15.90,81.20,
2009,72,2,8.4,864.95,42.00,14.00,63.60,2.00,89.00,11.17,91.00,0.10,4773.45,33628571.00,0.50,0.40,0.90,15.90,81.00,
2008,74,2,8.3,8433.94,28.00,62.00,63.00,2.00,89.00,1.30,92.00,0.10,46596.34,33245773.00,0.50,0.40,0.90,15.80,87.00,
2007,74,2,8.3,7946.74,14.00,101.00,62.50,2.00,9.00,9.83,94.00,0.10,44544.53,32887928.00,0.50,0.40,0.89,15.80,85.00,
2006,75,2,8.2,771.18,14.00,13.00,61.90,2.00,95.00,9.75,95.00,0.10,4386.70,325755.00,0.50,0.40,0.89,15.80,85.00,
2005,76,2,8,6333.18,14.00,6.00,61.30,2.00,93.00,9.57,93.00,0.10,36189.59,32312.00,0.50,0.40,0.89,15.80,81.00,
2004,77,2,7.8,5513.33,14.00,7.00,6.60,2.00,91.00,9.56,91.00,0.10,31979.87,31995.00,0.50,0.40,0.88,15.80,80.00,
2003,78,2,7.7,4687.85,14.00,15.00,6.00,2.00,88.00,9.54,91.00,0.10,28172.15,31676.00,0.50,0.40,0.88,15.80,79.70,
2002,79,2,7.7,3895.86,null,6.00,59.30,2.00,88.00,9.37,88.00,0.10,24167.84,31362.00,0.50,0.40,0.87,15.80,79.50,
2001,8,2,7.6,3665.09,null,34.00,58.50,2.00,88.00,9.10,89.00,0.10,23691.59,31819.00,0.50,0.40,0.87,15.80,79.40,
2000,82,2,7.6,3787.49,null,206.00,57.80,2.00,88.00,8.67,89.00,0.10,24124.17,37697.00,0.50,0.50,0.86,15.90,79.10,
2015,397,15,null,0.00,47.00,150.00,22.70,21.00,47.00,null,47.00,4.40,348.38,45461.00,8.20,8.20,0.35,7.10,52.50,
2014,437,15,0.01,53.44,47.00,210.00,22.10,22.00,47.00,4.20,47.00,4.50,377.13,4515392.00,8.40,8.30,0.34,7.10,58.00,
2013,451,16,0.01,52.38,23.00,596.00,21.60,23.00,23.00,3.82,23.00,5.10,337.48,4499653.00,8.50,8.50,0.37,7.10,49.90,
2012,439,16,0.01,7.34,47.00,141.00,21.20,23.00,47.00,3.62,47.00,5.10,486.41,449416.00,8.70,8.60,0.37,7.10,53.00,
2011,443,16,1.66,58.53,47.00,679.00,2.70,24.00,47.00,3.73,47.00,5.80,494.34,4476153.00,8.80,8.80,0.36,6.80,49.80,
2010,446,17,1.67,43.48,45.00,2.00,2.20,24.00,46.00,3.90,45.00,6.60,446.44,4448525.00,9.00,8.90,0.35,6.60,49.20,
2009,453,17,1.56,40.45,42.00,11.00,19.80,25.00,45.00,3.58,42.00,7.30,449.96,44423.00,9.10,9.10,0.34,6.40,48.60,
2008,477,17,1.52,67.34,null,12.00,19.40,25.00,46.00,4.30,45.00,8.30,456.86,4345386.00,9.30,9.20,0.34,6.30,47.60,
2007,495,17,1.5,60.05,null,49.00,19.00,26.00,46.00,4.40,48.00,9.00,397.15,42758.00,9.40,9.40,0.33,6.20,46.80,
2006,56,17,1.54,46.90,null,3.00,18.60,26.00,47.00,3.99,51.00,10.00,347.67,421758.00,9.60,9.60,0.32,6.00,46.30,
2005,511,17,1.5,40.92,null,471.00,18.20,26.00,47.00,4.29,54.00,11.20,327.11,412791.00,9.70,9.70,0.32,5.90,45.90,
2004,512,17,1.5,41.50,null,1233.00,17.90,26.00,45.00,4.10,51.00,12.00,313.22,45536.00,9.90,9.90,0.32,5.70,45.70,
2003,51,17,1.49,46.12,null,652.00,17.50,26.00,44.00,4.31,47.00,12.80,286.26,3981665.00,1.00,1.10,0.32,5.60,45.70,
2002,58,17,1.47,31.59,null,938.00,17.20,25.00,42.00,4.16,44.00,13.40,253.77,397612.00,1.20,1.20,0.32,5.40,45.60,
2001,54,17,1.52,33.65,null,2837.00,16.80,25.00,4.00,3.95,4.00,13.90,243.16,383223.00,1.40,1.40,0.31,5.30,45.60,
2000,49,16,1.51,30.78,null,3207.00,16.50,25.00,38.00,4.24,37.00,14.30,243.54,3754986.00,1.50,1.50,0.31,5.20,46.00,
2015,356,46,null,0.00,46.00,418.00,19.10,77.00,52.00,null,46.00,2.80,777.25,149413.00,8.50,8.40,0.39,7.30,53.10,
2014,362,46,0.01,11.30,37.00,1275.00,18.70,78.00,44.00,3.62,37.00,2.90,126.00,13569438.00,8.70,8.50,0.39,7.30,52.60,
2013,366,46,0.64,76.52,39.00,226.00,18.20,78.00,46.00,3.42,39.00,3.10,986.13,13133589.00,8.80,8.70,0.39,7.30,52.20,
2012,367,46,0.62,57.82,4.00,120.00,17.90,79.00,51.00,3.00,4.00,3.60,973.47,1275135.00,9.00,8.90,0.38,7.30,51.80,
2011,365,46,0.56,67.76,33.00,8650.00,17.50,79.00,4.00,3.17,33.00,3.90,989.24,12288651.00,9.20,9.10,0.37,6.70,51.60,
2010,364,46,0.5,43.57,39.00,194.00,17.10,80.00,43.00,2.95,39.00,4.10,896.57,1188722.00,9.40,9.30,0.36,6.70,51.20,
2009,37,46,0.47,4.98,24.00,165.00,16.70,80.00,32.00,3.31,24.00,4.40,84.46,1152786.00,9.60,9.50,0.34,6.30,57.00,
2008,394,46,0.45,49.09,17.00,63.00,16.40,80.00,3.00,2.92,19.00,4.70,929.77,11133861.00,9.80,9.70,0.34,6.00,49.60,
2007,394,46,0.42,5.96,null,441.00,16.10,80.00,38.00,3.35,28.00,4.90,81.68,177578.00,1.00,1.00,0.31,5.70,49.40,
2006,414,45,0.41,62.67,null,1594.00,15.70,80.00,49.00,3.32,4.00,5.10,712.18,1421597.00,1.30,1.20,0.30,5.50,48.50,
2005,46,45,0.42,8.94,null,2.00,15.40,79.00,37.00,3.91,25.00,5.20,66.24,1679.00,1.50,1.40,0.31,5.60,48.60,
2004,45,44,0.34,72.38,null,10324.00,15.10,78.00,31.00,5.72,21.00,5.20,454.68,97143.00,1.70,1.60,0.30,5.60,48.50,
2003,43,44,0.42,3.98,null,15801.00,14.80,77.00,36.00,5.49,23.00,5.10,292.59,935321.00,1.90,1.80,0.28,5.40,48.40,
2002,43,43,0.36,3.04,null,7277.00,14.40,76.00,31.00,8.33,25.00,5.00,22.85,91689.00,11.10,11.00,0.30,5.10,48.10,
2001,4,42,0.3,26.87,null,24908.00,14.10,75.00,26.00,6.90,26.00,4.80,197.32,866312.00,11.30,11.20,0.30,4.90,48.00,
2000,44,41,0.25,21.53,null,3546.00,13.90,74.00,3.00,6.28,36.00,4.60,166.23,8342559.00,11.50,11.40,0.00,4.70,47.60,
2015,82,2,null,0.00,97.00,9.00,63.80,2.00,96.00,null,96.00,0.10,13653.23,17762681.00,0.80,0.80,0.84,16.30,85.00,
2014,83,2,7.16,2353.00,95.00,0.00,63.10,2.00,95.00,7.79,95.00,0.10,14817.38,17613798.00,0.80,0.80,0.84,16.20,83.00,
2013,84,2,7.2,2442.22,9.00,0.00,62.50,2.00,9.00,7.53,91.00,0.10,15941.40,17462982.00,0.80,0.80,0.83,15.60,81.00,
2012,84,2,6.76,2260.78,9.00,0.00,61.80,2.00,9.00,7.24,9.00,0.10,15431.93,1739746.00,0.80,0.80,0.83,15.50,79.90,
2011,86,2,7.26,211.61,94.00,6.00,61.20,2.00,93.00,7.00,94.00,0.10,1475.69,17153357.00,0.80,0.80,0.82,15.40,79.80,
2010,89,2,7.93,177.49,92.00,0.00,6.60,2.00,92.00,6.97,92.00,0.10,1286.18,16993354.00,0.80,0.90,0.81,15.20,79.10,
2009,91,2,7.67,181.53,94.00,1.00,59.90,2.00,94.00,7.39,94.00,0.10,1243.33,16829442.00,0.80,0.90,0.82,15.30,79.30,
2008,88,2,7.31,241.55,95.00,0.00,59.30,2.00,95.00,6.87,95.00,0.10,1781.37,16661942.00,0.90,0.90,0.80,15.20,79.60,
2007,9,2,7.39,209.49,92.00,0.00,58.70,2.00,95.00,6.35,96.00,0.10,1526.88,16491687.00,0.90,0.90,0.80,14.80,78.90,
2006,91,2,7.33,1275.69,95.00,0.00,58.10,2.00,94.00,6.18,94.00,0.10,9484.68,16319792.00,0.90,0.90,0.80,14.90,78.90,
2005,93,2,7.57,954.96,null,0.00,57.40,2.00,92.00,6.69,91.00,0.10,7615.35,1614764.00,0.90,1.00,0.79,14.60,78.40,
2004,97,2,6.32,78.79,null,0.00,56.80,2.00,94.00,6.93,93.00,0.10,621.83,15973778.00,0.90,1.00,0.78,14.30,78.00,
2003,1,2,6.37,584.10,null,1.00,56.10,2.00,96.00,7.34,96.00,0.10,4787.70,15799542.00,1.00,1.00,0.78,14.00,77.90,
2002,11,2,6.06,675.78,null,0.00,55.40,3.00,97.00,6.48,97.00,0.10,4463.55,15623635.00,1.00,1.00,0.77,13.90,77.80,
2001,16,2,6.1,687.51,null,0.00,54.70,3.00,96.00,6.51,97.00,0.10,4595.67,15444969.00,1.00,1.00,0.76,13.70,77.30,
2000,13,2,6.24,74.15,null,0.00,54.00,3.00,91.00,6.40,91.00,0.10,511.37,15262754.00,1.10,1.10,0.76,13.50,77.30,
2015,85,157,null,0.00,99.00,42361.00,32.90,183.00,99.00,null,99.00,0.10,869.21,137122.00,3.60,2.90,0.73,13.50,76.10,
2014,86,171,5.78,109.87,99.00,52628.00,31.90,198.00,99.00,5.55,99.00,0.10,7683.52,136427.00,3.70,3.00,0.72,13.10,75.80,
2013,88,185,5.79,9.96,99.00,26883.00,3.90,216.00,99.00,5.39,99.00,0.10,777.78,135738.00,3.80,3.20,0.71,12.70,75.60,
2012,89,201,5.74,94.43,99.00,6183.00,3.00,233.00,99.00,5.26,99.00,0.10,6337.88,135695.00,3.90,3.30,0.70,12.40,75.40,
2011,91,215,5.63,91.27,99.00,9943.00,29.00,251.00,99.00,5.30,99.00,0.10,5633.80,134413.00,4.10,3.50,0.70,12.80,75.20,
2010,92,231,5.75,5.66,99.00,38159.00,28.10,268.00,99.00,4.89,99.00,0.10,456.51,133775.00,4.20,3.60,0.69,12.50,75.00,
2009,93,248,4.88,50.28,99.00,52461.00,27.30,288.00,99.00,5.80,99.00,0.10,3838.43,133126.00,4.40,3.80,0.68,12.20,74.90,
2008,97,266,4.27,39.23,95.00,131441.00,26.50,308.00,99.00,4.59,97.00,0.10,3471.25,1324655.00,4.50,4.00,0.67,11.90,74.50,
2007,96,285,3.88,312.66,92.00,109023.00,25.70,332.00,94.00,4.32,93.00,0.10,2695.37,1317885.00,4.70,4.10,0.66,11.40,74.40,
2006,98,307,3.28,29.74,91.00,99602.00,24.90,360.00,94.00,4.52,93.00,0.10,299.23,13112.00,4.80,4.30,0.65,11.00,74.20,
2005,99,332,2.92,171.66,84.00,124219.00,24.10,392.00,87.00,4.66,87.00,0.10,1753.42,13372.00,5.00,4.40,0.63,10.60,73.90,
2004,11,360,3.04,1.59,79.00,70549.00,23.40,427.00,87.00,4.72,87.00,0.10,158.67,129675.00,5.10,4.60,0.62,10.20,73.50,
2003,13,391,2.96,122.94,75.00,71879.00,22.60,467.00,87.00,4.82,86.00,0.10,1288.64,12884.00,5.30,4.70,0.61,9.90,73.10,
2002,16,422,2.91,106.36,7.00,58341.00,21.90,511.00,86.00,4.79,86.00,0.10,1148.59,1284.00,5.50,4.90,0.60,9.70,72.70,
2001,11,457,2.84,14.23,65.00,88962.00,21.20,558.00,86.00,4.56,86.00,0.10,153.18,127185.00,5.70,5.00,0.59,9.60,72.20,
2000,115,490,3.06,17.46,6.00,71093.00,2.50,608.00,86.00,4.60,85.00,0.10,959.37,1262645.00,5.90,5.10,0.58,9.50,71.70,
2015,143,10,null,0.00,91.00,1.00,57.90,12.00,91.00,null,91.00,0.10,644.53,48228697.00,2.10,1.90,0.72,13.60,74.80,
2014,144,11,4.38,1435.49,9.00,0.00,57.20,12.00,9.00,7.20,9.00,0.10,7913.38,47791911.00,2.10,1.90,0.72,13.60,74.60,
2013,145,11,4.41,15.16,91.00,1.00,56.40,13.00,91.00,6.84,91.00,0.10,83.59,47342981.00,2.10,1.90,0.71,13.30,74.40,
2012,143,11,4.44,1487.90,92.00,1.00,55.70,13.00,91.00,6.93,91.00,0.10,7884.98,46881475.00,2.10,1.90,0.71,13.20,74.30,
2011,144,12,4.37,184.31,85.00,6.00,55.00,14.00,85.00,6.64,85.00,0.10,7227.74,4646646.00,2.20,2.00,0.70,13.00,74.20,
2010,15,12,4.28,113.24,88.00,0.00,54.20,15.00,88.00,6.76,88.00,0.10,625.66,4591897.00,2.20,2.00,0.69,12.80,73.60,
2009,15,13,4.34,941.65,92.00,0.00,53.50,15.00,92.00,7.10,92.00,0.10,5148.42,45416181.00,2.20,2.00,0.69,12.40,73.60,
2008,146,14,4.45,978.07,92.00,0.00,52.80,16.00,92.00,6.62,92.00,0.10,5433.72,4491544.00,2.30,2.00,0.68,12.20,73.50,
2007,144,14,4.66,780.59,93.00,0.00,52.00,17.00,93.00,6.25,93.00,0.10,4674.22,44374572.00,2.30,2.10,0.68,11.90,73.50,
2006,147,15,4.53,62.44,93.00,0.00,51.30,17.00,94.00,6.11,93.00,0.10,379.79,43835722.00,2.30,2.10,0.67,11.50,73.10,
2005,144,15,4.38,531.98,93.00,0.00,5.50,18.00,93.00,5.82,93.00,0.10,3386.26,43285634.00,2.40,2.10,0.66,11.10,73.10,
2004,148,16,4.26,42.18,89.00,0.00,49.80,19.00,89.00,5.37,89.00,0.10,274.25,42724163.00,2.40,2.20,0.66,11.30,72.80,
2003,15,16,4.25,417.80,92.00,0.00,49.00,19.00,92.00,5.92,92.00,0.10,2246.26,42152151.00,2.50,2.20,0.66,11.60,72.40,
2002,163,17,4.45,393.88,78.00,139.00,48.20,20.00,83.00,5.67,81.00,0.10,2355.73,41572491.00,2.50,2.30,0.66,11.50,71.80,
2001,165,17,4.43,404.42,8.00,3.00,47.50,21.00,83.00,5.96,8.00,0.10,2395.86,498899.00,2.50,2.30,0.65,11.40,71.50,
2000,167,18,4.66,477.13,78.00,1.00,46.70,21.00,82.00,5.91,79.00,0.10,2472.20,443958.00,2.60,2.30,0.65,11.30,71.40,
2015,227,1,null,0.00,91.00,0.00,24.20,2.00,92.00,null,91.00,0.80,727.65,777424.00,6.70,6.50,0.50,11.10,63.50,
2014,23,1,0.01,73.87,88.00,0.00,23.70,2.00,87.00,6.75,87.00,0.80,852.95,759385.00,6.80,6.60,0.50,11.10,63.20,
2013,233,1,0.01,61.57,88.00,0.00,23.20,2.00,85.00,6.51,87.00,0.80,834.34,7415.00,6.80,6.60,0.49,10.90,62.90,
2012,237,2,0.01,78.39,89.00,1.00,22.60,2.00,85.00,7.11,86.00,0.80,788.63,723868.00,6.90,6.70,0.48,10.80,62.50,
2011,241,2,0.12,59.66,83.00,3.00,22.10,2.00,85.00,6.10,83.00,0.20,829.76,76569.00,7.00,6.80,0.48,10.60,62.20,
2010,246,2,0.15,47.30,74.00,0.00,21.60,2.00,82.00,5.82,74.00,0.10,769.17,689692.00,7.10,6.90,0.48,10.50,61.80,
2009,251,2,0.17,56.99,83.00,1.00,21.10,2.00,84.00,3.82,83.00,0.10,778.55,673252.00,7.20,7.00,0.47,10.30,61.30,
2008,255,2,0.12,93.37,81.00,0.00,2.60,2.00,81.00,5.13,81.00,0.10,795.98,657229.00,7.20,7.10,0.46,10.20,61.00,
2007,259,2,0.16,9.09,75.00,0.00,2.10,2.00,75.00,4.93,75.00,0.10,72.76,64162.00,7.30,7.20,0.46,10.00,66.00,
2006,262,2,0.25,77.03,69.00,85.00,19.60,2.00,69.00,4.57,69.00,0.10,648.39,626425.00,7.40,7.30,0.45,9.90,63.00,
2005,266,2,0.24,69.97,68.00,912.00,19.20,2.00,67.00,4.32,68.00,0.10,621.93,611627.00,7.50,7.40,0.43,9.70,60.00,
2004,269,2,0.27,7.21,77.00,0.00,18.80,2.00,73.00,3.96,76.00,0.10,616.42,597228.00,7.50,7.50,0.00,9.50,59.80,
2003,271,2,0.26,45.09,28.00,0.00,18.40,2.00,8.00,3.65,8.00,0.10,544.57,583211.00,7.60,7.60,0.00,9.20,59.60,
2002,271,2,0.08,29.42,null,0.00,18.00,2.00,98.00,3.39,89.00,0.10,433.27,569479.00,7.70,7.70,0.00,8.80,59.50,
2001,272,1,0.08,19.72,null,0.00,17.60,2.00,7.00,2.86,7.00,0.10,395.93,555888.00,7.80,7.80,0.00,8.50,59.50,
2000,272,1,0.09,35.03,null,0.00,17.30,2.00,7.00,3.56,7.00,0.10,375.85,542357.00,7.90,7.90,0.00,8.20,59.50,
2015,267,7,null,0.00,8.00,1359.00,27.40,10.00,8.00,null,8.00,2.80,null,null,7.50,7.10,0.59,11.10,64.70,
2014,275,7,0.01,0.00,9.00,71.00,26.80,10.00,9.00,5.15,9.00,3.00,null,null,7.60,7.30,0.58,11.10,64.20,
2013,274,7,0.01,0.00,85.00,124.00,26.20,10.00,85.00,5.90,85.00,3.00,null,null,7.70,7.40,0.58,11.10,63.90,
2012,273,7,0.01,0.00,62.00,260.00,25.60,10.00,61.00,3.98,85.00,3.30,null,null,7.90,7.50,0.56,10.20,63.70,
2011,285,7,3.82,0.00,7.00,315.00,25.00,10.00,69.00,2.79,82.00,3.50,null,null,8.00,7.60,0.56,10.70,62.90,
2010,298,7,3.53,0.00,74.00,4.00,24.50,10.00,72.00,2.29,74.00,3.80,null,null,8.10,7.70,0.55,10.50,62.00,
2009,314,7,3.47,0.00,75.00,1.00,23.90,11.00,76.00,2.27,78.00,4.00,null,null,8.30,7.90,0.55,10.30,68.00,
2008,338,8,2.58,0.00,73.00,2.00,23.30,11.00,77.00,2.90,79.00,4.30,null,null,8.40,8.00,0.53,10.00,59.40,
2007,354,8,2.75,0.00,64.00,84.00,22.80,11.00,71.00,2.54,72.00,5.00,null,null,8.50,8.20,0.52,9.80,58.20,
2006,368,8,2.25,0.00,null,126.00,22.30,12.00,73.00,2.37,73.00,5.50,null,null,8.70,8.30,0.51,9.60,56.90,
2005,394,8,2.03,0.00,null,146.00,21.70,13.00,62.00,2.42,62.00,5.90,null,null,8.80,8.50,0.50,9.40,55.30,
2004,48,9,2.58,0.00,null,3524.00,21.20,13.00,67.00,2.56,67.00,6.30,null,null,9.00,8.60,0.50,9.20,54.10,
2003,417,9,2.45,0.00,null,3712.00,2.70,14.00,5.00,2.61,5.00,6.80,null,null,9.10,8.80,0.49,9.40,53.20,
2002,424,9,2.55,0.00,null,2788.00,2.30,14.00,41.00,2.45,41.00,7.20,null,null,9.30,8.90,0.49,9.50,52.60,
2001,419,9,2.3,0.00,null,2152.00,19.80,14.00,32.00,2.44,31.00,7.60,null,null,9.40,9.00,0.49,9.70,52.70,
2000,416,9,2.26,0.00,null,1678.00,19.30,14.00,31.00,2.13,33.00,7.80,null,null,9.50,9.20,0.49,9.80,52.90,
2013,null,0,0.01,0.00,98.00,0.00,82.80,0.00,98.00,3.58,98.00,0.10,null,null,0.10,0.10,null,null,null,
2015,95,1,null,0.00,92.00,0.00,6.50,1.00,92.00,null,92.00,0.10,1146.36,487852.00,1.70,1.70,0.78,14.20,79.60,
2014,96,1,3.45,384.51,91.00,1.00,59.50,1.00,91.00,9.31,91.00,0.10,1647.44,4757575.00,1.70,1.70,0.77,13.90,79.50,
2013,96,1,3.42,386.14,94.00,0.00,58.50,1.00,95.00,9.47,95.00,0.10,1569.67,47641.00,1.70,1.70,0.76,13.70,79.40,
2012,97,1,3.34,2568.24,91.00,0.00,57.50,1.00,9.00,9.56,91.00,0.10,9985.37,4654122.00,1.80,1.70,0.76,13.60,79.20,
2011,98,1,3.41,2429.85,84.00,0.00,56.50,1.00,82.00,9.73,85.00,0.10,9186.60,46474.00,1.80,1.70,0.75,13.40,79.00,
2010,16,1,3.58,2377.01,89.00,0.00,55.50,1.00,93.00,9.66,88.00,0.10,8199.41,454528.00,1.80,1.80,0.75,13.30,78.10,
2009,96,1,4.07,24.89,87.00,0.00,54.40,1.00,8.00,9.69,86.00,0.10,689.40,4488263.00,1.90,1.80,0.75,13.10,79.20,
2008,99,1,4.22,1859.10,89.00,0.00,53.40,1.00,89.00,9.10,9.00,0.10,6911.14,442958.00,1.90,1.80,0.74,12.90,78.90,
2007,93,1,4.2,150.89,89.00,0.00,52.40,1.00,89.00,8.37,89.00,0.10,612.62,4369469.00,1.90,1.90,0.73,12.80,78.90,
2006,16,1,4.15,1185.41,88.00,0.00,51.40,1.00,89.00,7.82,89.00,0.10,5245.19,438794.00,2.00,1.90,0.73,12.60,78.00,
2005,97,1,4.1,1002.83,9.00,1.00,5.30,1.00,91.00,7.74,91.00,0.10,4697.11,4247841.00,2.00,2.00,0.72,12.40,78.60,
2004,12,1,4.09,1043.11,89.00,0.00,49.30,1.00,9.00,7.80,9.00,0.10,4425.57,418738.00,2.10,2.00,0.72,12.20,77.70,
2003,1,1,4.04,1070.27,86.00,1.00,48.30,1.00,88.00,8.45,88.00,0.10,4167.71,4125971.00,2.20,2.10,0.71,12.10,78.00,
2002,99,1,4.17,112.95,94.00,0.00,47.30,1.00,94.00,8.23,94.00,0.10,462.15,46324.00,2.20,2.20,0.71,11.90,78.30,
2001,1,1,4.29,868.37,8.00,0.00,46.40,1.00,92.00,7.25,91.00,0.10,3981.53,3996798.00,2.30,2.20,0.71,11.70,77.50,
2000,98,1,4.34,94.18,89.00,0.00,45.40,1.00,8.00,7.12,88.00,0.10,388.36,3925443.00,2.40,2.30,0.70,11.60,77.60,
2015,95,0,null,0.00,94.00,206.00,63.70,0.00,94.00,null,94.00,0.10,11579.67,42364.00,1.50,1.40,0.82,15.30,78.00,
2014,97,0,12.14,1884.10,95.00,0.00,63.10,0.00,95.00,7.80,95.00,0.10,13467.47,4238389.00,1.50,1.50,0.82,15.10,77.80,
2013,97,0,12.39,1899.11,96.00,0.00,62.50,0.00,96.00,7.83,96.00,0.10,13574.75,4255689.00,1.50,1.50,0.82,14.90,77.70,
2012,14,0,11.49,1851.71,98.00,2.00,61.90,0.00,96.00,7.80,96.00,0.10,13235.98,4267558.00,1.50,1.50,0.81,14.60,77.10,
2011,14,0,12.19,1913.36,97.00,12.00,61.30,0.00,96.00,7.80,96.00,0.10,14539.18,428622.00,1.60,1.50,0.81,14.50,77.00,
2010,16,0,12.1,206.89,97.00,7.00,6.60,0.00,97.00,8.25,97.00,0.10,1355.75,4417781.00,1.60,1.60,0.80,14.20,76.60,
2009,19,0,12.21,2160.38,97.00,2.00,6.00,0.00,96.00,8.18,96.00,0.10,14157.14,442978.00,1.70,1.60,0.80,14.20,76.30,
2008,116,0,12.06,2425.40,97.00,51.00,59.40,0.00,96.00,7.70,96.00,0.10,15893.87,443458.00,1.70,1.70,0.80,14.30,76.00,
2007,114,0,12.56,2019.81,95.00,0.00,58.70,0.00,96.00,7.44,96.00,0.10,13546.70,4436.00,1.80,1.70,0.79,14.30,75.80,
2006,113,0,11.83,1555.65,null,1.00,58.10,0.00,96.00,6.95,96.00,0.10,11363.42,444.00,1.80,1.80,0.78,13.90,75.90,
2005,116,0,11.59,167.23,null,2.00,57.50,0.00,96.00,6.89,96.00,0.10,1224.25,4442.00,1.80,1.80,0.78,13.60,75.20,
2004,114,0,13.11,1116.40,null,54.00,56.90,0.00,96.00,6.56,96.00,0.10,9365.74,4439.00,1.90,1.90,0.77,13.30,75.40,
2003,122,0,13.78,93.68,null,19.00,56.30,0.00,95.00,6.35,94.00,0.10,785.88,444.00,1.90,1.90,0.77,12.90,74.70,
2002,124,0,13.39,11.64,null,6.00,55.80,0.00,95.00,6.19,95.00,0.10,653.72,444.00,2.00,2.00,0.76,12.60,74.80,
2001,126,0,13.15,650.96,null,8.00,55.20,0.00,94.00,7.16,94.00,0.10,5245.42,444.00,2.00,2.00,0.75,12.30,74.90,
2000,127,0,12.73,649.39,null,9.00,54.70,0.00,94.00,7.66,93.00,0.10,4919.63,4426.00,2.10,2.10,0.74,12.20,74.70,
2015,92,1,null,0.00,99.00,0.00,61.40,1.00,99.00,null,99.00,0.10,762.26,null,3.50,3.30,0.77,13.90,79.10,
2014,93,1,4.37,13.67,97.00,0.00,6.70,1.00,99.00,11.60,99.00,0.10,75.52,null,3.40,3.30,0.77,14.00,79.00,
2013,96,1,4.18,95.68,96.00,0.00,59.90,1.00,99.00,9.48,99.00,0.10,676.15,null,3.40,3.30,0.77,14.70,78.70,
2012,96,1,4.16,742.20,96.00,0.00,59.20,1.00,98.00,8.59,99.00,0.10,6425.94,null,3.40,3.20,0.78,15.70,78.70,
2011,92,1,4.14,102.06,96.00,0.00,58.40,1.00,99.00,1.60,97.00,0.10,675.92,null,3.40,3.20,0.78,16.50,78.80,
2010,98,1,4.13,787.28,96.00,0.00,57.70,1.00,99.00,1.19,96.00,0.10,5676.14,null,3.40,3.20,0.78,17.60,78.00,
2009,11,1,4.01,818.88,96.00,0.00,56.90,1.00,99.00,11.78,96.00,0.10,5484.78,null,3.40,3.20,0.78,17.70,78.10,
2008,12,1,4.26,708.62,95.00,0.00,56.20,1.00,99.00,1.79,95.00,0.10,5376.45,null,3.40,3.20,0.77,17.10,77.90,
2007,14,1,4.13,750.71,93.00,0.00,55.40,1.00,99.00,1.42,93.00,0.10,5184.49,null,3.40,3.20,0.75,16.00,78.10,
2006,14,1,4.17,523.47,89.00,0.00,54.60,1.00,99.00,7.67,89.00,0.10,4669.69,null,3.40,3.20,0.73,14.70,78.00,
2005,19,1,4.48,518.94,95.00,0.00,53.80,1.00,99.00,9.39,89.00,0.10,3779.58,null,3.40,3.30,0.72,14.20,77.20,
2004,17,1,4.38,4.48,99.00,0.00,53.00,1.00,98.00,6.14,88.00,0.10,339.72,null,3.40,3.30,0.70,13.20,77.30,
2003,18,1,4.39,60.34,99.00,0.00,52.10,1.00,98.00,6.31,72.00,0.10,3192.67,null,3.50,3.30,0.69,12.90,77.40,
2002,19,1,4.1,334.77,98.00,0.00,51.30,1.00,98.00,6.50,99.00,0.10,2994.34,null,3.50,3.30,0.69,12.50,77.70,
2001,115,1,4.04,322.59,98.00,0.00,5.40,1.00,99.00,6.27,98.00,0.10,2832.19,null,3.60,3.40,0.69,12.30,76.70,
2000,115,1,3.92,49.34,98.00,0.00,49.40,1.00,98.00,6.70,95.00,0.10,2741.12,null,3.60,3.40,0.68,12.10,76.90,
