PostalCode,Region,Country,State,City
30062,South,United States,Georgia,Marietta
11520,East,United States,New York,Freeport
47201,Central,United States,Indiana,Columbus
38109,South,United States,Tennessee,Memphis
90008,West,United States,California,Los Angeles
19143,East,United States,Pennsylvania,Philadelphia
80134,West,United States,Colorado,Parker
90049,West,United States,California,Los Angeles
10024,East,United States,New York,New York City
77041,Central,United States,Texas,Houston
19120,East,United States,Pennsylvania,Philadelphia
58103,Central,United States,North Dakota,Fargo
48601,Central,United States,Michigan,Saginaw
48234,Central,United States,Michigan,Detroit
80219,West,United States,Colorado,Denver
85345,West,United States,Arizona,Peoria
59405,West,United States,Montana,Great Falls
28540,South,United States,North Carolina,Jacksonville
30318,South,United States,Georgia,Atlanta
60610,Central,United States,Illinois,Chicago
91505,West,United States,California,Burbank
75217,Central,United States,Texas,Dallas
91911,West,United States,California,Chula Vista
72209,South,United States,Arkansas,Little Rock
75217,Central,United States,Texas,Dallas
2038,East,United States,Massachusetts,Franklin
10009,East,United States,New York,New York City
94109,West,United States,California,San Francisco
98103,West,United States,Washington,Seattle
47401,Central,United States,Indiana,Bloomington
94521,West,United States,California,Concord
75217,Central,United States,Texas,Dallas
63301,Central,United States,Missouri,Saint Charles
10009,East,United States,New York,New York City
94601,West,United States,California,Oakland
19711,East,United States,Delaware,Newark
43055,East,United States,Ohio,Newark
19120,East,United States,Pennsylvania,Philadelphia
49201,Central,United States,Michigan,Jackson
19711,East,United States,Delaware,Newark
19143,East,United States,Pennsylvania,Philadelphia
98103,West,United States,Washington,Seattle
60653,Central,United States,Illinois,Chicago
43055,East,United States,Ohio,Newark
89031,West,United States,Nevada,North Las Vegas
94110,West,United States,California,San Francisco
27604,South,United States,North Carolina,Raleigh
98103,West,United States,Washington,Seattle
98105,West,United States,Washington,Seattle
94122,West,United States,California,San Francisco
19013,East,United States,Pennsylvania,Chester
90008,West,United States,California,Los Angeles
8701,East,United States,New Jersey,Lakewood
40475,South,United States,Kentucky,Richmond
85301,West,United States,Arizona,Glendale
19134,East,United States,Pennsylvania,Philadelphia
79907,Central,United States,Texas,El Paso
30080,South,United States,Georgia,Smyrna
98105,West,United States,Washington,Seattle
21215,East,United States,Maryland,Baltimore
2149,East,United States,Massachusetts,Everett
11572,East,United States,New York,Oceanside
90004,West,United States,California,Los Angeles
92553,West,United States,California,Moreno Valley
77095,Central,United States,Texas,Houston
30318,South,United States,Georgia,Atlanta
19134,East,United States,Pennsylvania,Philadelphia
97477,West,United States,Oregon,Springfield
29203,South,United States,South Carolina,Columbia
75220,Central,United States,Texas,Dallas
90032,West,United States,California,Los Angeles
77095,Central,United States,Texas,Houston
75081,Central,United States,Texas,Dallas
68104,Central,United States,Nebraska,Omaha
11561,East,United States,New York,Long Beach
95123,West,United States,California,San Jose
98031,West,United States,Washington,Kent
90301,West,United States,California,Inglewood
10009,East,United States,New York,New York City
10024,East,United States,New York,New York City
93727,West,United States,California,Fresno
46226,Central,United States,Indiana,Lawrence
92503,West,United States,California,Riverside
47201,Central,United States,Indiana,Columbus
48234,Central,United States,Michigan,Detroit
10011,East,United States,New York,New York City
23602,South,United States,Virginia,Newport News
31907,South,United States,Georgia,Columbus
10024,East,United States,New York,New York City
3301,East,United States,New Hampshire,Concord
92037,West,United States,California,San Diego
88220,West,United States,New Mexico,Carlsbad
10011,East,United States,New York,New York City
98103,West,United States,Washington,Seattle
28540,South,United States,North Carolina,Jacksonville
10009,East,United States,New York,New York City
77041,Central,United States,Texas,Houston
90045,West,United States,California,Los Angeles
90008,West,United States,California,Los Angeles
23434,South,United States,Virginia,Suffolk
49201,Central,United States,Michigan,Jackson
80112,West,United States,Colorado,Englewood
46060,Central,United States,Indiana,Noblesville
10009,East,United States,New York,New York City
98105,West,United States,Washington,Seattle
90049,West,United States,California,Los Angeles
98105,West,United States,Washington,Seattle
33023,South,United States,Florida,Miramar
85023,West,United States,Arizona,Phoenix
89115,West,United States,Nevada,Las Vegas
77036,Central,United States,Texas,Houston
10009,East,United States,New York,New York City
98105,West,United States,Washington,Seattle
10024,East,United States,New York,New York City
89031,West,United States,Nevada,North Las Vegas
48183,Central,United States,Michigan,Trenton
38109,South,United States,Tennessee,Memphis
12180,East,United States,New York,Troy
7501,East,United States,New Jersey,Paterson
53209,Central,United States,Wisconsin,Milwaukee
10011,East,United States,New York,New York City
90045,West,United States,California,Los Angeles
42104,South,United States,Kentucky,Bowling Green
90008,West,United States,California,Los Angeles
97206,West,United States,Oregon,Portland
90045,West,United States,California,Los Angeles
80219,West,United States,Colorado,Denver
62521,Central,United States,Illinois,Decatur
94122,West,United States,California,San Francisco
43615,East,United States,Ohio,Toledo
98105,West,United States,Washington,Seattle
90008,West,United States,California,Los Angeles
98105,West,United States,Washington,Seattle
32216,South,United States,Florida,Jacksonville
90008,West,United States,California,Los Angeles
19140,East,United States,Pennsylvania,Philadelphia
40475,South,United States,Kentucky,Richmond
13021,East,United States,New York,Auburn
77041,Central,United States,Texas,Houston
60623,Central,United States,Illinois,Chicago
19140,East,United States,Pennsylvania,Philadelphia
85234,West,United States,Arizona,Gilbert
98103,West,United States,Washington,Seattle
85204,West,United States,Arizona,Mesa
35601,South,United States,Alabama,Decatur
37604,South,United States,Tennessee,Johnson City
90049,West,United States,California,Los Angeles
10035,East,United States,New York,New York City
2038,East,United States,Massachusetts,Franklin
95123,West,United States,California,San Jose
33311,South,United States,Florida,Fort Lauderdale
90032,West,United States,California,Los Angeles
98103,West,United States,Washington,Seattle
57701,Central,United States,South Dakota,Rapid City
91104,West,United States,California,Pasadena
97477,West,United States,Oregon,Springfield
10024,East,United States,New York,New York City
43615,East,United States,Ohio,Toledo
98103,West,United States,Washington,Seattle
14701,East,United States,New York,Jamestown
3820,East,United States,New Hampshire,Dover
90008,West,United States,California,Los Angeles
75007,Central,United States,Texas,Carrollton
94122,West,United States,California,San Francisco
43055,East,United States,Ohio,Newark
23320,South,United States,Virginia,Chesapeake
48234,Central,United States,Michigan,Detroit
46614,Central,United States,Indiana,South Bend
90049,West,United States,California,Los Angeles
19134,East,United States,Pennsylvania,Philadelphia
10035,East,United States,New York,New York City
77041,Central,United States,Texas,Houston
98115,West,United States,Washington,Seattle
93010,West,United States,California,Camarillo
14609,East,United States,New York,Rochester
54703,Central,United States,Wisconsin,Eau Claire
30318,South,United States,Georgia,Atlanta
2908,East,United States,Rhode Island,Providence
60623,Central,United States,Illinois,Chicago
48205,Central,United States,Michigan,Detroit
85301,West,United States,Arizona,Glendale
98103,West,United States,Washington,Seattle
95123,West,United States,California,San Jose
10024,East,United States,New York,New York City
43123,East,United States,Ohio,Grove City
77840,Central,United States,Texas,College Station
72209,South,United States,Arkansas,Little Rock
90045,West,United States,California,Los Angeles
37087,South,United States,Tennessee,Lebanon
77036,Central,United States,Texas,Houston
90045,West,United States,California,Los Angeles
7017,East,United States,New Jersey,East Orange
77301,Central,United States,Texas,Conroe
38301,South,United States,Tennessee,Jackson
90008,West,United States,California,Los Angeles
44105,East,United States,Ohio,Cleveland
98105,West,United States,Washington,Seattle
97301,West,United States,Oregon,Salem
98105,West,United States,Washington,Seattle
2908,East,United States,Rhode Island,Providence
94109,West,United States,California,San Francisco
94109,West,United States,California,San Francisco
48227,Central,United States,Michigan,Detroit
85234,West,United States,Arizona,Gilbert
75023,Central,United States,Texas,Plano
37604,South,United States,Tennessee,Johnson City
19140,East,United States,Pennsylvania,Philadelphia
17602,East,United States,Pennsylvania,Lancaster
43229,East,United States,Ohio,Columbus
87401,West,United States,New Mexico,Farmington
94110,West,United States,California,San Francisco
89502,West,United States,Nevada,Reno
44105,East,United States,Ohio,Cleveland
80219,West,United States,Colorado,Denver
65807,Central,United States,Missouri,Springfield
62301,Central,United States,Illinois,Quincy
